#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
147500	295.0000000006805	-1638158.295458679	321330.9059743658	-1316827.3894843133	299.67219640638734	1272.2040461498539	1.0073687810014076	10.9
148000	296.00000000068525	-1638557.1206071004	321068.32586213114	-1317488.7947449693	299.4273150161974	1271.798177276302	1.0076902625381023	10.9
148500	297.00000000069	-1638736.1272839094	322806.48155372206	-1315929.6457301872	301.0483135697473	1271.3152606697358	1.0080730396329027	10.9
149000	298.0000000006948	-1638443.0219009714	322114.3203854277	-1316328.7015155437	300.4028062322534	1270.2018458476452	1.0089566814475848	10.9
149500	299.0000000006996	-1638570.9892268628	321426.82141054486	-1317144.1678163179	299.7616468417318	1269.9300245976178	1.0091726428478687	10.9
150000	300.00000000070435	-1638885.5748760095	322063.51694059593	-1316822.0579354134	300.35542709873505	1271.881611031571	1.0076241593866593	10.9
150500	301.0000000007091	-1639251.6934484672	322160.658416111	-1317091.0350323562	300.44602093452403	1271.6036885055119	1.0078443863757962	10.9
151000	302.0000000007139	-1637762.063935453	322666.179911986	-1315095.884023467	300.91746869813124	1274.2959318918122	1.0057150831929698	10.9
151500	303.00000000071867	-1637767.706362634	323131.14494337054	-1314636.5614192635	301.3510936299898	1272.6820955942426	1.0069903895022898	11
152000	304.00000000072345	-1640380.2285357444	323052.2335127569	-1317327.9950229875	301.27750107697386	1273.6054095660913	1.0062603609634966	11
152500	305.0000000007282	-1638981.6457541035	321749.70890556136	-1317231.9368485422	300.0627707082032	1272.1110140815113	1.007442451931258	11
153000	306.000000000733	-1641539.3849558597	323421.56301552523	-1318117.8219403345	301.6219366144042	1273.280781669607	1.0065169109633063	11
153500	307.00000000073777	-1636807.3032174231	321548.789256845	-1315258.513960578	299.8753936731513	1273.611971544026	1.006255176450134	11
154000	308.00000000074255	-1637788.0766781503	322171.3225829302	-1315616.75409522	300.45596630309626	1274.118272493217	1.0058553172204503	11
154500	309.0000000007473	-1639998.5018640077	321893.5434918236	-1318104.958372184	300.1969103928181	1272.0661441490154	1.0074779877208233	11
155000	310.0000000007521	-1639878.7004327122	321654.0174573042	-1318224.6829754082	299.97352916329305	1268.9433887484352	1.0099573003166549	11
155500	311.00000000075687	-1641323.709522443	322612.39773387706	-1318711.311788566	300.86731160728885	1268.8001512802928	1.0100713164810469	11
156000	312.00000000076164	-1640175.4302614918	321306.8381966705	-1318868.5920648212	299.64975087229624	1266.535551966805	1.011877350908051	11
156500	313.0000000007664	-1639859.5810513245	321881.1786804545	-1317978.40237087	300.1853790084656	1267.8347145375585	1.010840470338826	11
157000	314.0000000007712	-1638399.772317579	321696.18147795164	-1316703.5908396274	300.01285119687844	1268.1760465965785	1.0105684006525961	11
157500	315.00000000077597	-1638710.9488883354	322484.6197968795	-1316226.3290914558	300.74814630348396	1267.7961506823142	1.0108712181097135	11
158000	316.00000000078074	-1638845.4080502111	323346.539301264	-1315498.868748947	301.5519697334811	1269.972897037865	1.0091385746453656	11.1
158500	317.0000000007855	-1639422.8297313275	321941.7044422657	-1317481.1252890618	300.24182514434574	1271.0060911161142	1.0083182512757578	11.1
159000	318.0000000007903	-1640075.4233444333	322599.89050056785	-1317475.5328438655	300.8556474006811	1271.0422742768835	1.0082895471625029	11.1
159500	319.00000000079507	-1639656.8887397936	322144.5027032901	-1317512.3860365036	300.4309541673518	1270.4052826548104	1.008795111806271	11.1
160000	320.00000000079984	-1638207.5852904515	322344.00763972243	-1315863.577650729	300.61701184615896	1271.1516435036	1.0082027944539311	11.1
160500	321.0000000008046	-1637110.1601137174	323065.3843588608	-1314044.7757548566	301.289765514858	1270.029485169102	1.0090936109128186	11.1
161000	322.0000000008094	-1638068.8267478198	323103.44754879747	-1314965.3791990224	301.3252631265675	1271.468227510394	1.007951761141873	11.1
161500	323.00000000081417	-1636982.3652153816	323085.90139112825	-1313896.4638242533	301.30889963488505	1269.558221870358	1.0094681890736525	11.1
162000	324.00000000081894	-1639753.8744639046	321601.7747697596	-1318152.099694145	299.92480779652885	1272.284413305706	1.0073051479308641	11.1
162500	325.0000000008237	-1640297.6297341427	321225.5593930222	-1319072.0703411205	299.57395051460355	1270.3925522157228	1.0088052208113185	11.1
163000	326.0000000008285	-1641890.3586534737	321714.721694767	-1320175.6369587067	300.0301417450069	1269.3668534286005	1.00962037545998	11.1
163500	327.00000000083327	-1642315.55346076	319994.5157388345	-1322321.0377219254	298.4258830587081	1269.9439758511649	1.0091615563561174	11.1
164000	328.00000000083804	-1641568.4693150138	321031.296936917	-1320537.1723780967	299.39278195652844	1270.0272163599134	1.0090954135835226	11.1
164500	329.0000000008428	-1642032.5915515982	322386.15911890386	-1319646.4324326944	300.6563221836124	1270.2229419434032	1.0089399245098343	11.1
165000	330.0000000008476	-1640933.7943540895	321354.8754692718	-1319578.9188848177	299.69455028225696	1267.9175183330244	1.010774455455094	11.1
165500	331.00000000085237	-1640120.9286974035	321923.5073893509	-1318197.4213080527	300.2248546297961	1269.8872913008609	1.009206602770392	11.1
166000	332.00000000085714	-1639664.530179277	320786.75590382726	-1318877.7742754498	299.1647237550452	1271.7961726803865	1.0076918508521955	11.2
166500	333.0000000008619	-1639210.2651001867	321374.40586864034	-1317835.8592315463	299.712764271533	1271.7057517361488	1.0077634998547498	11.1
167000	334.0000000008667	-1639024.3456240464	320487.4283579562	-1318536.9172660902	298.88557182334995	1273.1156061473478	1.0066474976560058	11.2
167500	335.00000000087147	-1639705.686994261	322488.6193118437	-1317217.0676824173	300.7518762386119	1272.803975763174	1.006893962903126	11.2
168000	336.00000000087624	-1639434.0188901452	323091.05727037485	-1316342.9616197704	301.3137079917207	1270.4168553182585	1.0087859223451363	11.2
168500	337.000000000881	-1640005.3731032284	321140.85125058505	-1318864.5218526432	299.4949519662981	1270.2391468633837	1.0089270530826058	11.2
169000	338.0000000008858	-1639587.5604013475	321390.72854626516	-1318196.8318550824	299.7279867495583	1270.0854287610307	1.0090491632560636	11.2
169500	339.00000000089057	-1639078.6190520301	323719.36321142985	-1315359.2558406002	301.89966414430484	1268.9573525208225	1.0099461866146577	11.2
170000	340.00000000089534	-1639559.594202335	322113.98928219546	-1317445.6049201395	300.4024974464162	1269.606323704948	1.0094299431458025	11.2
170500	341.0000000009001	-1639120.4310509404	322785.87358893687	-1316334.5574620035	301.02909464633893	1272.4021664815396	1.0072119278913774	11.2
171000	342.0000000009049	-1637941.2381420517	322390.60455478844	-1315550.6335872633	300.66046798319394	1271.0174957992726	1.008309203760506	11.2
171500	343.00000000090967	-1640140.3430791646	321958.1971208845	-1318182.1459582802	300.2572061647656	1269.7297640983384	1.0093318085404674	11.2
172000	344.00000000091444	-1639780.4171967497	322458.06820110936	-1317322.3489956404	300.7233843684363	1270.049079290982	1.0090780427717732	11.2
172500	345.0000000009192	-1640935.1862465777	322373.5618511252	-1318561.6243954524	300.6445740111405	1269.4854338971134	1.0095260685432204	11.2
173000	346.000000000924	-1638947.0647431854	321858.14913891314	-1317088.9156042724	300.1639017301596	1269.5472547672098	1.0094769094593752	11.2
173500	347.00000000092876	-1640133.8740537716	322160.4645551059	-1317973.4094986657	300.44584014035786	1272.0040467528693	1.0075271713377087	11.2
174000	348.00000000093354	-1639589.165962847	322158.25511936244	-1317430.9108434846	300.4437796275041	1270.742534020719	1.00852738052297	11.2
174500	349.0000000009383	-1639618.0968481507	320657.35494717053	-1318960.7419009802	299.04404482818995	1272.3769703411674	1.0072318731227918	11.2
175000	350.0000000009431	-1639133.72591878	320688.3296069058	-1318445.3963118743	299.0729316988371	1272.5108981814483	1.00712586508025	11.2
175500	351.00000000094786	-1641755.7402147567	321991.676499053	-1319764.0637157038	300.2884289279781	1272.0620412669275	1.0074812372190833	11.3
176000	352.00000000095264	-1639346.2354919426	321926.52880345576	-1317419.706688487	300.2276723911263	1269.465007102347	1.0095423126946523	11.3
176500	353.0000000009574	-1640187.0053906906	324196.40526777843	-1315990.6001229123	302.344552071816	1269.398076060405	1.0095955424262453	11.3
177000	354.0000000009622	-1637505.3978531528	322658.33495149954	-1314847.0629016533	300.91015251255436	1270.5026270548185	1.0087178191247774	11.3
177500	355.00000000096696	-1638028.403860501	322972.7117022102	-1315055.6921582909	301.2033392855443	1268.8440719725415	1.010036353137307	11.3
178000	356.00000000097174	-1638465.5447791219	323203.94082238193	-1315261.60395674	301.4189828387371	1270.8254069370812	1.008461612554531	11.3
178500	357.0000000009765	-1638230.3549924428	323338.1223006766	-1314892.2326917662	301.5441200650979	1269.8012275208296	1.0092750041336795	11.3
179000	358.0000000009813	-1639278.251929964	322316.3507902245	-1316961.9011397394	300.59121915494677	1268.342430970207	1.0104358317293738	11.3
179500	359.00000000098606	-1640080.203854625	323125.85432576406	-1316954.349528861	301.3461596165818	1270.3889882433373	1.0088080509318427	11.3
180000	360.00000000099084	-1639127.0793068567	321621.3661700204	-1317505.7131368364	299.94307867504585	1270.7558098549794	1.0085168442403523	11.3
180500	361.0000000009956	-1639525.3162670648	322927.9934559973	-1316597.3228110676	301.1616351891972	1270.9893115245552	1.008331563085908	11.3
181000	362.0000000010004	-1639003.0608946672	321368.23249786225	-1317634.8283968049	299.7070070052822	1274.1744470605422	1.0058109720467052	11.3
181500	363.00000000100516	-1640137.562039922	323031.43383406044	-1317106.1282058614	301.25810336177244	1271.0488360887196	1.0082843418500893	11.3
182000	364.00000000100994	-1637299.4050379107	322895.38001502317	-1314404.0250228876	301.1312199962999	1270.409972373886	1.0087913878385897	11.3
182500	365.0000000010147	-1639550.4364095181	323008.8526304945	-1316541.5837790235	301.237044202058	1269.3547681432763	1.0096299878635513	11.3
183000	366.0000000010195	-1637931.1157050496	321635.38485946425	-1316295.7308455855	299.95615246091046	1271.233439195036	1.0081379230918845	11.3
183500	367.00000000102426	-1637508.2659214763	321024.7981210652	-1316483.4678004112	299.3867211812213	1270.367448334378	1.00882515593056	11.3
184000	368.00000000102904	-1639830.0597130219	323241.79816468304	-1316588.261548339	301.45428847758654	1269.354145757972	1.0096304829018108	11.3
184500	369.0000000010338	-1638633.5347939124	322044.7634177123	-1316588.7713762	300.3379376220355	1271.4555385518415	1.0079618203674863	11.3
185000	370.0000000010386	-1639185.457890491	321636.14191347593	-1317549.315977015	299.9568584871104	1272.7455350467928	1.00694019650041	11.3
185500	371.00000000104336	-1641308.591197786	320479.2193721043	-1320829.3718256815	298.8779161488575	1269.9109577233353	1.009187794908565	11.3
186000	372.00000000104814	-1639075.611710486	321380.97258852446	-1317694.6391219615	299.71888837392794	1272.1511988246532	1.0074106288144788	11.3
186500	373.0000000010529	-1637570.0838019354	322367.6408539548	-1315202.4429479805	300.6390521077257	1272.2212405766986	1.0073551661298286	11.3
187000	374.0000000010577	-1639273.3529875977	323759.73346348817	-1315513.6195241096	301.9373133149226	1272.7882416373536	1.0069064100610914	11.3
187500	375.00000000106246	-1638169.1113363989	321669.58668683213	-1316499.5246495667	299.98804897798334	1273.2165828251175	1.0065676621265527	11.3
188000	376.00000000106724	-1640049.5994560756	322134.0575751857	-1317915.5418808898	300.421213073599	1272.9161664165686	1.0068052185737058	11.3
188500	377.000000001072	-1637923.502632008	320376.20192349015	-1317547.300708518	298.7818423989617	1272.573681724824	1.007076177638695	11.3
189000	378.0000000010768	-1637456.701806982	322193.3776043302	-1315263.3242026519	300.47653474697086	1274.3879991050785	1.0056424260547085	11.3
189500	379.00000000108156	-1636652.117939381	323151.2204463511	-1313500.89749303	301.3698159811869	1272.8697767884894	1.0068419115021494	11.3
190000	380.00000000108633	-1636862.6659270786	323520.95051270083	-1313341.7154143779	301.7146250829586	1272.4505565667305	1.0071736245791234	11.3
190500	381.0000000010911	-1638551.2652178304	323113.6557164965	-1315437.609501334	301.3347832317886	1273.2988568664734	1.0065026228869314	11.3
191000	382.0000000010959	-1638112.6687545516	322163.31411942706	-1315949.3546351246	300.4484976351181	1270.711010534554	1.0085523998221368	11.4
191500	383.00000000110066	-1639337.2859594235	321464.6960653002	-1317872.5898941234	299.79696862612184	1270.4402106442474	1.0087673771795536	11.4
192000	384.00000000110543	-1639331.992593713	320903.9848479219	-1318428.0077457912	299.2740511011114	1268.0271977882564	1.0106870273685118	11.4
192500	385.0000000011102	-1639528.9798765779	322152.09722750215	-1317376.8826490757	300.4380367968436	1270.1650410708912	1.0089859173533249	11.4
193000	386.000000001115	-1637384.2636658987	320748.32416576624	-1316635.9395001326	299.1288824365093	1271.5981625842062	1.0078487661153488	11.4
193500	387.00000000111976	-1637909.8609314319	322385.2678500036	-1315524.5930814282	300.6554909890278	1271.916392847536	1.007596604904092	11.4
194000	388.00000000112453	-1635236.1731695058	321223.25147587137	-1314012.9216936345	299.5717981582978	1271.4246027606443	1.0079863456884073	11.4
194500	389.0000000011293	-1636166.181242155	321518.52698522795	-1314647.6542569268	299.8471711734318	1272.349397154328	1.0072537009262945	11.4
195000	390.0000000011341	-1638351.2694407655	323368.64062980004	-1314982.6288109655	301.57258136324583	1272.38741733162	1.0072236032030968	11.4
195500	391.00000000113886	-1637704.1895476384	321297.1617008089	-1316407.0278468295	299.6407266025654	1273.5461187173894	1.0063072081329392	11.4
196000	392.00000000114363	-1639325.9796216702	321888.6404464928	-1317437.3391751773	300.1923378281004	1270.8746534227657	1.0084225345933548	11.4
196500	393.0000000011484	-1640674.5695860544	321030.42089294863	-1319644.1486931057	299.39196496066756	1271.5978695303895	1.0078489983852625	11.5
197000	394.0000000011532	-1641030.1445682226	322350.9814808343	-1318679.1630873883	300.62351562853576	1269.9672341211565	1.0091430744998044	11.5
197500	395.00000000115796	-1640201.7812796384	321888.9080471414	-1318312.873232497	300.19258739162706	1270.2795314571645	1.0088949773794362	11.5
198000	396.00000000116273	-1639103.2955562482	322718.2862050088	-1316385.0093512393	300.9660628637917	1272.144777020544	1.0074157142370128	11.5
198500	397.0000000011675	-1636983.3658039803	320974.85694255907	-1316008.5088614211	299.3401461945773	1273.2715528135166	1.00652420634323	11.5
199000	398.0000000011723	-1638341.739347864	321212.1395987259	-1317129.599749138	299.56143525647764	1273.8152089626549	1.00609462827713	11.5
199500	399.00000000117706	-1638819.365987042	322475.521515142	-1316343.8444719	300.7396612744341	1274.8217285406104	1.0053002788257788	11.5
200000	400.00000000118183	-1638286.6464733677	321353.0366935477	-1316933.60977982	299.69283544577627	1274.0506152060439	1.005908732242773	11.5
200500	401.0000000011866	-1639528.4463562267	323202.47174986295	-1316325.9746063638	301.41761278630753	1270.898857371173	1.0084033294403574	11.5
201000	402.0000000011914	-1639384.0699894223	322101.11355462007	-1317282.9564348022	300.39048958321	1272.9286161021316	1.0067953716677316	11.5
201500	403.00000000119616	-1637943.1703398013	321733.7450952601	-1316209.4252445414	300.0478829087197	1270.325196722078	1.0088587099287623	11.5
202000	404.00000000120093	-1638536.3905749284	322489.7575011258	-1316046.6330738026	300.7529377103712	1270.143447243736	1.009003071216968	11.5
202500	405.0000000012057	-1639789.595059963	322268.0903862226	-1317521.5046737404	300.5462116533407	1270.3333532488823	1.0088522322722573	11.5
203000	406.0000000012105	-1640377.7117884597	322421.9668243514	-1317955.7449641083	300.6897163375523	1267.2291102742367	1.0113235473873345	11.6
203500	407.00000000121526	-1637706.7945495592	321687.59564761934	-1316019.19890194	300.00484407840395	1268.2093051314082	1.0105418986988455	11.6
204000	408.00000000122003	-1637835.9565531267	321968.22793503804	-1315867.7286180886	300.26656087062565	1269.2698386136117	1.0096975443416112	11.6
204500	409.0000000012248	-1637900.7238266533	322627.6675063556	-1315273.0563202978	300.8815521492728	1270.0766508830095	1.009056137095372	11.6
205000	410.0000000012296	-1639043.9417162351	321042.74095281545	-1318001.2007634197	299.40345460990926	1270.3606200600334	1.0088305784340774	11.6
205500	411.00000000123435	-1640040.260897722	322864.0819436604	-1317176.1789540616	301.1020315129819	1268.2666320029978	1.010496221233082	11.6
206000	412.00000000123913	-1640512.347788277	320816.6998047556	-1319695.6479835215	299.1926493432577	1269.7298837392188	1.0093317134357147	11.6
206500	413.0000000012439	-1640880.357435517	321149.11210072064	-1319731.2453347964	299.50265600925906	1269.652732946805	1.0093930457508271	11.6
207000	414.0000000012487	-1638829.1923617655	321480.9111561904	-1317348.2812055752	299.8120907690955	1270.9488425934549	1.0083636698861076	11.6
207500	415.00000000125345	-1639209.5661952244	321191.09667247074	-1318018.4695227537	299.54181068936487	1271.5730547014275	1.0078686666225076	11.6
208000	416.00000000125823	-1637185.0169345168	322879.53733166214	-1314305.4796028547	301.1164451594214	1272.2501355555135	1.0073322873692996	11.6
208500	417.000000001263	-1636728.3166175783	320844.8313723301	-1315883.4852452483	299.218884755061	1274.0550579839503	1.0059052245222366	11.6
209000	418.0000000012678	-1638804.923676164	322781.1035116041	-1316023.8201645599	301.0246460871597	1271.3333894051405	1.0080586648909537	11.6
209500	419.00000000127255	-1640562.767505614	323022.73774761613	-1317540.029757998	301.2499934187932	1271.9353416657902	1.007581594105733	11.6
210000	420.00000000127733	-1640009.262444688	322824.3441739179	-1317184.91827077	301.0649721933908	1273.406790124242	1.0064173122792894	11.6
210500	421.0000000012821	-1640356.878017975	322173.49774711055	-1318183.3802708643	300.45799485439755	1274.2493660670266	1.0057518357734263	11.6
211000	422.0000000012869	-1640204.822395075	322308.2353696986	-1317896.5870253765	300.5836507391843	1272.4535513101932	1.0071712541769777	11.6
211500	423.00000000129165	-1641375.2836084478	321920.1952828319	-1319455.088325616	300.221765769631	1270.9027011991398	1.008400279538177	11.6
212000	424.0000000012964	-1640868.9789520567	321414.13577055733	-1319454.8431814993	299.74981625361477	1271.199082185479	1.008165170282937	11.6
212500	425.0000000013012	-1637517.4949720316	320514.9030189031	-1317002.5919531286	298.9111946060902	1272.1474583258528	1.0074135909068243	11.6
213000	426.000000001306	-1637501.3866813807	322182.7050918886	-1315318.6815894921	300.4665815952974	1272.0897586527692	1.0074592853513082	11.6
213500	427.00000000131075	-1638184.18330218	322357.58606549597	-1315826.597236684	300.62967504350365	1273.4574846281334	1.0063772482591165	11.6
214000	428.0000000013155	-1638436.706274896	323380.127251047	-1315056.579023849	301.5832937502412	1273.0357038696839	1.0067106800377907	11.6
214500	429.0000000013203	-1639820.9506146694	322126.4137091259	-1317694.5369055434	300.4140844280544	1273.7720169747038	1.0061287436655064	11.6
215000	430.0000000013251	-1639491.7828587918	321786.97666754865	-1317704.8061912432	300.09752650629866	1274.2287395202877	1.0057681163568137	11.6
215500	431.00000000132985	-1637038.2813599762	323385.54963521013	-1313652.731724766	301.58835064872716	1272.0158374170348	1.0075178322916327	11.6
216000	432.0000000013346	-1638364.9023222988	323349.8875899875	-1315015.0147323115	301.5550923370568	1272.6929737142066	1.0069817824285605	11.6
216500	433.0000000013394	-1639595.5376237575	324506.52172170405	-1315089.0159020536	302.6337657053687	1271.1817026960732	1.0081789538324162	11.6
217000	434.0000000013442	-1637714.1005957387	322458.93119724165	-1315255.169398497	300.72418919592616	1272.3003796295955	1.0072925070792973	11.6
217500	435.00000000134895	-1640204.1314206468	321712.7699185154	-1318491.3615021314	300.0283215245882	1272.4059879382046	1.00720890290032	11.6
218000	436.0000000013537	-1637909.4990794929	321777.86796201835	-1316131.6311174745	300.08903175605235	1274.6834633322287	1.0054093239781923	11.6
218500	437.0000000013585	-1639306.0396606186	322316.27276300796	-1316989.7668976106	300.5911463870091	1274.3178211406873	1.0056978077948013	11.6
219000	438.0000000013633	-1638901.883845483	321831.5408149401	-1317070.3430305428	300.1390868905676	1269.6123232541522	1.0094251730876507	11.6
219500	439.00000000136805	-1640659.6861444851	322020.4650079448	-1318639.2211365404	300.31527700119625	1271.1949070765154	1.0081684814977758	11.6
220000	440.0000000013728	-1637783.5450750515	323215.6854394148	-1314567.8596356367	301.42993583179435	1270.3189802100014	1.0088636469425767	11.6
220500	441.0000000013776	-1637358.0448145093	323126.0051224873	-1314232.039692022	301.34630024913355	1270.4067048260717	1.0087939824990884	11.6
221000	442.0000000013824	-1637507.9604885438	321108.79400885664	-1316399.1664796872	299.4650554830751	1269.0221897438776	1.00989458617244	11.6
221500	443.00000000138715	-1638493.883390515	322688.555653652	-1315805.3277368632	300.93833624472137	1268.330401089264	1.0104454155276852	11.6
222000	444.0000000013919	-1638374.228276791	322772.08684522344	-1315602.1414315677	301.01623717233605	1270.2311084800463	1.008933437859642	11.6
222500	445.0000000013967	-1638900.752420553	323647.1425351696	-1315253.6098853834	301.8323113678415	1272.087444641365	1.0074611179865451	11.6
223000	446.0000000014015	-1639140.9729268514	322473.4310716047	-1316667.5418552468	300.7377117333392	1270.4856160132965	1.008731325252268	11.6
223500	447.00000000140625	-1637827.5962059293	320942.8856276239	-1316884.7105783054	299.3103298464125	1272.110781612458	1.0074426360340865	11.6
224000	448.000000001411	-1639184.075091876	322912.4008674654	-1316271.6742244107	301.14709358997305	1270.5403130949176	1.0086878991137487	11.6
224500	449.0000000014158	-1640098.4631116474	322203.7966426256	-1317894.6664690217	300.4862515094496	1269.331646201796	1.0096483791213173	11.6
225000	450.0000000014206	-1638697.4328815332	321229.3342745988	-1317468.0986069343	299.5774709573378	1270.6130624813034	1.0086301463423646	11.6
225500	451.00000000142535	-1640193.2526710462	322669.62193036	-1317523.6307406863	300.9206787136854	1270.6720616587143	1.0085833141574587	11.6
226000	452.0000000014301	-1640030.6606267774	322592.9863395959	-1317437.6742871816	300.8492086017846	1270.3896413475252	1.0088075323061068	11.6
226500	453.0000000014349	-1641031.4273342267	321848.7055591163	-1319182.7217751103	300.1550946772212	1270.4903538569793	1.0087275635461501	11.6
227000	454.0000000014397	-1639369.9256958142	322009.30879830697	-1317360.616897507	300.3048727550326	1269.3603016203624	1.0096255866195576	11.6
227500	455.00000000144445	-1637533.1374033624	322204.6383178455	-1315328.499085517	300.4870364531233	1271.3565544020064	1.0080402973639746	11.6
228000	456.0000000014492	-1637717.4658506308	323355.01944623713	-1314362.4464043938	301.5598782901207	1274.507098795847	1.0055484511352435	11.6
228500	457.000000001454	-1638547.692337118	321930.77188887884	-1316616.9204482392	300.2316294793012	1272.542254913749	1.0071010484770897	11.6
229000	458.0000000014588	-1640741.3273879727	321782.3244293399	-1318959.0029586328	300.0931878435174	1271.126819927445	1.008222483440471	11.6
229500	459.00000000146355	-1640816.204937798	321425.3008923946	-1319390.9040454035	299.7602288112676	1269.9146148739326	1.00918488860943	11.6
230000	460.0000000014683	-1639636.0338812284	321936.51211369096	-1317699.5217675376	300.2369827949809	1271.5200270906528	1.0079106988880064	11.6
230500	461.0000000014731	-1639470.4539980274	323550.7352435726	-1315919.7187544547	301.74240222967484	1270.1364629484394	1.009008619577802	11.6
231000	462.0000000014779	-1638640.6310593719	322066.37169164175	-1316574.25936773	300.3580894306184	1270.2929904444416	1.0088842879520628	11.6
231500	463.00000000148265	-1642421.5665856367	322853.66044889693	-1319567.9061367398	301.0923124596088	1273.0796838878114	1.006675902046658	11.6
232000	464.0000000014874	-1640851.386342097	321882.4052828216	-1318968.9810592756	300.18652293399106	1272.911418009809	1.006808974310859	11.6
232500	465.0000000014922	-1641119.2648613397	321725.6406188657	-1319393.6242424739	300.04032469942	1272.3415204743658	1.0072599365280694	11.6
233000	466.00000000149697	-1640196.96521468	320534.0342277206	-1319662.9309869595	298.92903631150864	1269.3952014186684	1.0095978287319445	11.6
233500	467.00000000150175	-1642418.0078948056	322511.13591437443	-1319906.8719804313	300.7728751516033	1269.4335699954518	1.0095673136796188	11.6
234000	468.0000000015065	-1641147.5595281897	323788.34909364616	-1317359.2104345434	301.9640001619752	1269.4045906992897	1.0095903611385562	11.6
234500	469.0000000015113	-1640472.4159388654	321710.2299149813	-1318762.186023884	300.0259527252484	1269.2188431854179	1.009738112568987	11.5
235000	470.00000000151607	-1639621.7397531355	321021.4020262916	-1318600.337726844	299.383553993873	1271.4113170289593	1.0079968787361724	11.5
235500	471.00000000152085	-1639487.5498181367	320310.8768770065	-1319176.6729411301	298.7209204652288	1273.1185249135265	1.0066451898043705	11.5
236000	472.0000000015256	-1640167.6261637108	322963.3156692934	-1317204.3104944173	301.19457657467734	1270.5033454158431	1.0087172487810874	11.5
236500	473.0000000015304	-1637277.5922814691	322601.1188227257	-1314676.4734587434	300.85679293007803	1268.8626250584969	1.0100215845635407	11.5
237000	474.00000000153517	-1639932.181259106	322036.5654057532	-1317895.6158533527	300.330292181761	1269.191543047717	1.009759831898639	11.5
237500	475.00000000153995	-1640853.8588673575	321298.834111141	-1319555.0247562164	299.64228628720264	1268.7230147164532	1.0101327273876692	11.5
238000	476.0000000015447	-1641647.3964640312	321862.57879403455	-1319784.8176699965	300.16803281265084	1266.27094647829	1.0120887972035686	11.5
238500	477.0000000015495	-1640809.0933281314	321189.92073206423	-1319619.1725960672	299.54071401102516	1269.194628807555	1.0097573768958643	11.5
239000	478.00000000155427	-1638978.4765066933	321900.2958255765	-1317078.1806811169	300.2032075981257	1270.2938928339406	1.0088835712623325	11.5
239500	479.00000000155904	-1640206.2412421228	321882.1852196103	-1318324.0560225125	300.1863177037295	1271.3093142244693	1.0080777548120399	11.5
240000	480.0000000015638	-1640267.1502844682	321442.81312482106	-1318824.3371596471	299.776560664375	1272.7257345438513	1.0069558620297392	11.5
240500	481.0000000015686	-1641549.9861391233	320945.2495569085	-1320604.736582215	299.3125344394589	1271.729567222023	1.0077446276212072	11.5
241000	482.00000000157337	-1642487.680706175	320753.9048662703	-1321733.7758399048	299.13408698031895	1268.2497083298463	1.0105097054134107	11.5
241500	483.00000000157814	-1640874.119264692	321593.6271738784	-1319280.4920908136	299.9172093741307	1269.8264627263918	1.0092549468558187	11.5
242000	484.0000000015829	-1639756.3313816944	321412.19997438753	-1318344.131407307	299.74801093617026	1271.9042937070558	1.0076061897863278	11.5
242500	485.0000000015877	-1640478.9148925766	321957.219637724	-1318521.6952548525	300.2562945670319	1272.1166123208773	1.007438018450916	11.5
243000	486.00000000159247	-1639773.0905405954	321910.345470343	-1317862.7450702523	300.2125798653564	1271.3001670842907	1.0080850080389114	11.5
243500	487.00000000159724	-1640255.4343893342	322547.632811164	-1317707.8015781702	300.80691204322994	1272.0222311411708	1.0075127680789766	11.5
244000	488.000000001602	-1638809.3663339205	321668.8290468814	-1317140.5372870392	299.98734240533844	1272.8555674087484	1.006853151268409	11.5
244500	489.0000000016068	-1637820.8737733709	322347.30280331767	-1315473.5709700533	300.62008490540643	1271.3035211724832	1.008082348401802	11.5
245000	490.00000000161157	-1638292.7287702654	322183.959189258	-1316108.7695810073	300.46775116257584	1269.901925516977	1.0091949727797336	11.5
245500	491.00000000161634	-1638986.9624915924	320787.77313816	-1318199.1893534325	299.16567242459763	1270.8032115772928	1.0084792259569206	11.5
246000	492.0000000016211	-1638779.169432884	322498.5552435839	-1316280.6141893002	300.7611424574305	1269.8827236742304	1.0092102327740673	11.5
246500	493.0000000016259	-1640766.912901448	323092.58409613185	-1317674.3288053162	301.31513190463914	1269.8512302749944	1.009235262053101	11.5
247000	494.00000000163067	-1639013.513814345	322747.73954124533	-1316265.7742730996	300.99353095290917	1269.3664908729816	1.0096206638270846	11.5
247500	495.00000000163544	-1638100.6969878348	322453.8710372298	-1315646.8259506049	300.719470106549	1270.293355973663	1.0088839976437758	11.5
248000	496.0000000016402	-1638360.0191469584	321692.3777280629	-1316667.6414188955	300.0093038316467	1271.1299537157256	1.0082199978127868	11.5
248500	497.000000001645	-1640433.643753847	321458.5007496875	-1318975.1430041597	299.79119089418697	1269.63813690667	1.0094046499559777	11.5
249000	498.00000000164977	-1640401.2588944007	322532.66576856025	-1317868.5931258404	300.792953826179	1271.4464172661262	1.0079690514293926	11.5
