#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
249500	499.00000000165454	-1638066.5996638658	321187.7347066713	-1316878.8649571943	299.53867533059105	1270.5336028079118	1.0086932264701343	11.5
250000	500.0000000016593	-1639623.3388818149	321001.91814367357	-1318621.4207381413	299.36538338597285	1266.8119246191845	1.0116565957810124	11.6
250500	501.0000000016641	-1639551.414109746	321147.0976793592	-1318404.3164303869	299.50077736620716	1268.8105636266225	1.0100630274482578	11.6
251000	502.00000000166887	-1640096.132164861	322239.1346413859	-1317856.9975234752	300.51920761640423	1269.2359041062466	1.0097245397871735	11.6
251500	503.00000000167364	-1639133.5967145348	321530.65865942545	-1317602.9380551092	299.8584851347883	1270.1596427308773	1.0089902056717912	11.6
252000	504.0000000016784	-1639578.5958445705	322743.3546951389	-1316835.2411494316	300.989441659165	1271.963922010016	1.007558954290014	11.6
252500	505.0000000016832	-1639890.8662132379	322256.014441563	-1317634.8517716748	300.53494966517667	1270.3827734260076	1.0088129861040511	11.6
253000	506.00000000168797	-1637434.8296789331	322699.8120739374	-1314735.0176049958	300.94883394702106	1267.3934187942068	1.0111924365003613	11.6
253500	507.00000000169274	-1635916.4752570102	321781.64960685995	-1314134.8256501502	300.0925585061864	1269.9895845727308	1.009125314666423	11.6
254000	508.0000000016975	-1637645.4476424074	322661.41779637476	-1314984.0298460326	300.9130275640286	1270.550538324256	1.008679781321667	11.6
254500	509.0000000017023	-1638324.4672718504	322052.67196604726	-1316271.7953058032	300.34531310944067	1268.5383572673222	1.010279769478793	11.6
